id,country,country_code,qualification_name,qualification_group,current_grade,historical_grade,enic_band,rqf_level,enic_notes,equivalence_type,equivalence_gcse
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,3.49,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,3.59,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,gpa 3.60,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,4.49,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,5,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,gpa 3.50,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,gpa 4.50,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,gpa 3.00,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,gpa 1.00,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,4,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,2.99,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,1.49,,,,,degree,not_applicable
923656ce-4f23-4af3-8700-5fcb04c789a4,nigeria,ng,bachelor degree ,degree,2.39,,,,,degree,not_applicable
fc80c00b-c707-48c7-a0d8-b40ae1c1d986,nigeria,ng,bachelor's degree,degree,third class,,,,,degree,not_applicable
fc80c00b-c707-48c7-a0d8-b40ae1c1d986,nigeria,ng,bachelor's degree,degree,second class upper,,,,,degree,not_applicable
fc80c00b-c707-48c7-a0d8-b40ae1c1d986,nigeria,ng,bachelor's degree,degree,second class lower,,,,,degree,not_applicable
fc80c00b-c707-48c7-a0d8-b40ae1c1d986,nigeria,ng,bachelor's degree,degree,pass,,,,,degree,not_applicable
fc80c00b-c707-48c7-a0d8-b40ae1c1d986,nigeria,ng,bachelor's degree,degree,first class,,,,,degree,not_applicable
362488df-f505-4dce-aa3e-54dcde89dbc3,nigeria,ng,doctorate,,awarded,,,,,degree,not_applicable
b5af6cdb-0873-4a49-8d54-171861ba9138,nigeria,ng,higher national diploma (hnd),diploma,distinction,,band 8,level 5,,diploma,not_applicable
b5af6cdb-0873-4a49-8d54-171861ba9138,nigeria,ng,higher national diploma (hnd),diploma,lower credit,,band 8,level 5,,diploma,not_applicable
b5af6cdb-0873-4a49-8d54-171861ba9138,nigeria,ng,higher national diploma (hnd),diploma,upper credit,,band 8,level 5,,diploma,not_applicable
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,a1,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,e8,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,c6,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,b2,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,d7,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,b3,,,,,less_that_gcse,not_met
e96d8dbb-9287-457a-bdaa-243363a087a9,nigeria,ng,junior secondary school certificate (jssc),jssc,f9,,,,,less_that_gcse,not_met
5d138851-6947-4f2e-8ede-3c7841aa1cf4,nigeria,ng,master's degree,degree,pass,,,,,degree,not_applicable
5d138851-6947-4f2e-8ede-3c7841aa1cf4,nigeria,ng,master's degree,degree,distinction,,,,,degree,not_applicable
5d138851-6947-4f2e-8ede-3c7841aa1cf4,nigeria,ng,master's degree,degree,awarded,,,,,degree,not_applicable
5d138851-6947-4f2e-8ede-3c7841aa1cf4,nigeria,ng,master's degree,degree,merit,,,,,degree,not_applicable
e8c5e267-33fc-49fa-ab74-1c2c82cdd2ff,nigeria,ng,national diploma (nd),diploma,lower credit,,band 7,level 4,,diploma,not_applicable
e8c5e267-33fc-49fa-ab74-1c2c82cdd2ff,nigeria,ng,national diploma (nd),diploma,distinction,,band 7,level 4,,diploma,not_applicable
e8c5e267-33fc-49fa-ab74-1c2c82cdd2ff,nigeria,ng,national diploma (nd),diploma,upper credit,,band 7,level 4,,diploma,not_applicable
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,c5,,band 3,level 2,subject-by-subject passes.,gcse,met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,a1,,band 3,level 2,subject-by-subject passes.,gcse,met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,b3,,band 3,level 2,subject-by-subject passes.,gcse,met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,c4,,band 3,level 2,subject-by-subject passes.,gcse,met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,d7,,band 3,level 2,subject-by-subject passes.,gcse,not_met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,b2,,band 3,level 2,subject-by-subject passes.,gcse,met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,e8,,band 3,level 2,subject-by-subject passes.,gcse,not_met
86dc46d7-3a82-4c9c-a709-e6826c491ef8,nigeria,ng,west african senior school certificate examination (wassce),wassce,c6,,band 3,level 2,subject-by-subject passes.,gcse,met
aebcad45-cecb-4fbe-aab0-108e9e98ffd7,pakistan,pk,bachelor's degree,degree,second class lower,,,,,degree,not_applicable
aebcad45-cecb-4fbe-aab0-108e9e98ffd7,pakistan,pk,bachelor's degree,degree,second class upper,,,,,degree,not_applicable
aebcad45-cecb-4fbe-aab0-108e9e98ffd7,pakistan,pk,bachelor's degree,degree,third class,,,,,degree,not_applicable
aebcad45-cecb-4fbe-aab0-108e9e98ffd7,pakistan,pk,bachelor's degree,degree,pass,,,,,degree,not_applicable
aebcad45-cecb-4fbe-aab0-108e9e98ffd7,pakistan,pk,bachelor's degree,degree,first class,,,,,degree,not_applicable
92560123-23af-4d6c-b1d8-67e0623f43b6,pakistan,pk,doctorate,degree,awarded,,,,,degree,not_applicable
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,70,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,50,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,90,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,80,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,75,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,a+,90,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,b+,75,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,d,40,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,not_met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,40,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,not_met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,c+,60,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,a1,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,a,85,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,60,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,b,70,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,b++,80,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,a++,95,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,c,50,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,e,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,not_met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,95,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
5a457135-be8e-40e1-a6b4-5d5eb8d64e58,pakistan,pk,higher secondary school certificate (hssc),hssc,85,,band 5 (from 2026) / band 3 (pre-2026),level 3 (as) / level 2,,a_level,met
e14039c5-64e9-4b39-a2eb-6bc9726edfa9,pakistan,pk,master's degree,degree,merit,,,,,degree,not_applicable
e14039c5-64e9-4b39-a2eb-6bc9726edfa9,pakistan,pk,master's degree,degree,awarded,,,,,degree,not_applicable
e14039c5-64e9-4b39-a2eb-6bc9726edfa9,pakistan,pk,master's degree,degree,distinction,,,,,degree,not_applicable
e14039c5-64e9-4b39-a2eb-6bc9726edfa9,pakistan,pk,master's degree,degree,pass,,,,,degree,not_applicable
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,b,70,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,70,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,d,40,band 3,level 2,,gcse,not_met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,b+,75,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,40,,band 3,level 2,,gcse,not_met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,a,85,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,a1,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,b++,80,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,60,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,50,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,c+,60,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,a+,90,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,e,,band 3,level 2,,gcse,not_met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,85,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,95,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,f,,band 3,level 2,,gcse,not_met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,75,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,80,,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,c,50,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,a++,95,band 3,level 2,,gcse,met
5cb7c46f-523b-46b5-a243-0c12debcbba7,pakistan,pk,secondary school certificate (ssc),ssc,90,,band 3,level 2,,gcse,met
4717e442-8bae-4928-add7-234209d10988,pakistan,pk,technical board diploma,technical_diploma,a1,,,,,a_level,met
4717e442-8bae-4928-add7-234209d10988,pakistan,pk,technical board diploma,technical_diploma,a,,,,,a_level,met
4717e442-8bae-4928-add7-234209d10988,pakistan,pk,technical board diploma,technical_diploma,b,,,,,a_level,met
4717e442-8bae-4928-add7-234209d10988,pakistan,pk,technical board diploma,technical_diploma,c,,,,,a_level,met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,notable,7,band 6,level 3,university entry,a_level,met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,sobresaliente,9,band 6,level 3,university entry,a_level,met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,suspenso,0-4,band 6,level 3,university entry,a_level,not_met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,insuficiente,0-4,band 6,level 3,university entry,a_level,not_met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,bien,6,band 6,level 3,university entry,a_level,met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,suficiente,5,band 6,level 3,university entry,a_level,not_met
f2392423-450b-4fe7-93c7-535064f10809,spain,es,bachillerato,bachillerato,aprobado,5,band 6,level 3,university entry,a_level,not_met
b7573892-4e74-474e-8165-98251362976b,spain,es,doctorado,degree,apto,,band 15,level 8,,degree,not_applicable
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,sobresaliente,9,band 2,level 1–2,compulsory secondary,gcse,met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,suspenso,0-4,band 2,level 1–2,compulsory secondary,gcse,not_met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,notable,7,band 2,level 1–2,compulsory secondary,gcse,met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,insuficiente,0-4,band 2,level 1–2,compulsory secondary,gcse,not_met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,aprobado,5,band 2,level 1–2,compulsory secondary,gcse,not_met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,bien,6,band 2,level 1–2,compulsory secondary,gcse,met
e06b380b-18bc-4cfb-8299-993226fc537f,spain,es,educación secundaria obligatoria (eso),eso,suficiente,5,band 2,level 1–2,compulsory secondary,gcse,not_met
f265f486-5b77-4ba2-9bb0-e6acb752d14f,spain,es,formación profesional básica (fp básica),vocational_basic,aprobado,,band 2,level 1–2,,btec,not_applicable
f265f486-5b77-4ba2-9bb0-e6acb752d14f,spain,es,formación profesional básica (fp básica),vocational_basic,notable,,band 2,level 1–2,,btec,not_applicable
f265f486-5b77-4ba2-9bb0-e6acb752d14f,spain,es,formación profesional básica (fp básica),vocational_basic,sobresaliente,,band 2,level 1–2,,btec,not_applicable
e150f812-6e29-482a-b049-fbfe37663bdb,spain,es,formación profesional de grado medio,vocational_medium,aprobado,,band 6,level 3,,btec,not_applicable
e150f812-6e29-482a-b049-fbfe37663bdb,spain,es,formación profesional de grado medio,vocational_medium,notable,,band 6,level 3,,btec,not_applicable
e150f812-6e29-482a-b049-fbfe37663bdb,spain,es,formación profesional de grado medio,vocational_medium,sobresaliente,,band 6,level 3,,btec,not_applicable
1777ce42-e4ba-44b0-a776-665e56c4c021,spain,es,formación profesional de grado superior,vocational_top,notable,,band 7,level 4,,btec,not_applicable
1777ce42-e4ba-44b0-a776-665e56c4c021,spain,es,formación profesional de grado superior,vocational_top,sobresaliente,,band 7,level 4,,btec,not_applicable
1777ce42-e4ba-44b0-a776-665e56c4c021,spain,es,formación profesional de grado superior,vocational_top,aprobado,,band 7,level 4,,btec,not_applicable
6e5c67b9-8b16-4f31-b1d3-2272572eea92,spain,es,grado universitario,degree,notable,,band 10,level 6,,degree,not_applicable
6e5c67b9-8b16-4f31-b1d3-2272572eea92,spain,es,grado universitario,degree,sobresaliente,,band 10,level 6,,degree,not_applicable
6e5c67b9-8b16-4f31-b1d3-2272572eea92,spain,es,grado universitario,degree,aprobado,,band 10,level 6,,degree,not_applicable
b94f937e-75ec-4632-a81b-d45035f56a08,spain,es,máster universitario,degree,notable,,band 11,level 7,,degree,not_applicable
b94f937e-75ec-4632-a81b-d45035f56a08,spain,es,máster universitario,degree,apto,,band 11,level 7,,degree,not_applicable
b94f937e-75ec-4632-a81b-d45035f56a08,spain,es,máster universitario,degree,sobresaliente,,band 11,level 7,,degree,not_applicable
b94f937e-75ec-4632-a81b-d45035f56a08,spain,es,máster universitario,degree,aprobado,,band 11,level 7,,degree,not_applicable
